word,ham,spam
Nature,4,0
Near,4,0
Need,6,3
Neither,1,0
Neshanth,1,0
Netcollex,0,4
Network,0,3
Networking,2,0
Neva,4,0
Never,10,0
Neville,1,0
New,14,15
Neway,1,0
Newport,1,0
News,0,3
Next,1,2
Ni8,1,0
Nic,1,0
Nice,5,0
Nice.nice.how,2,0
Nick,0,1
Nickey,1,0
Nigeria,3,0
Nigh,1,0
Night,9,0
Nights,1,0
Nikiyu4.net,0,1
Nimbomsons,1,0
Nimya,6,0
Nite,4,0
No,143,38
No1,0,8
No:81151,0,2
No:83355,0,1
NoWorriesLoans.com,0,1
Nobody,4,0
Noice,1,0
Nokia,1,46
Nokia/150p,0,1
Nokia6650,0,2
Nokias,0,2
None,2,0
Nookii,0,1
Nooooooo,1,0
Noooooooo,1,0
Nope,15,0
Norcorp,0,1
Normal,1,1
Normally,1,0
Not,55,3
Nothin,1,0
Nothing,15,0
Nottingham,1,0
November,0,1
Now,27,16
Nowadays,1,0
Nt,3,1
Number,2,1
Number.Respectful,1,0
Nurungu,3,0
Nutter,1,0
Nver,1,0
Nvm,3,0
Nw,1,0
Nyt,0,1
Nyt.EC2A.3LP.msg,0,1
O,11,1
O2,0,5
O2FWD,0,2
OF,12,2
OFF,1,0
OFFICE,0,1
OFSI,1,0
OFTEN,1,0
OH,6,0
OJA,0,1
OK,6,2
OKDEN,1,0
OLD,1,0
OLI,1,0
ON,12,6
ONCALL,0,1
ONE,3,3
ONLY,3,7
ONLYFOUND,1,0
ONTO,0,2
OPT,0,2
OR,5,0
ORANGE,0,1
OREOS,1,0
OTBox,0,1
OTHERWISE,1,0
OUR,0,2
OURBACKS,1,0
OUT,6,8
OUTL8R,1,0
OUTSOMEWHERE,1,0
OVER,1,2
OVERDOSE,1,0
Obviously,1,0
Ocean,1,0
Of,8,0
Ofcourse,1,0
Off,3,0
Offer,0,15
Oh,78,1
Oi,2,0
Oic,3,0
Ok,136,0
Ok.,11,0
Ok.ok,3,0
Okay,12,0
Okey,3,0
Okie,16,0
Okies,1,0
Okors,1,0
Ola,1,0
Old,2,0
Olol,1,0
Omg,8,0
Omw,1,0
On,15,0
Onam,1,0
Once,9,0
One,15,0
Onion-Rs,1,0
Only,14,14
Only1more,1,0
Onum,1,0
Ooh,1,0
Oooh,2,0
Oooooh,1,0
Ooooooh,1,0
Oops,10,0
Open,1,0
Opinion,1,0
Opt,0,1
Opt-out,0,4
OptOut,0,2
Optout,0,2
Or,34,3
Orange,1,23
Oranges,0,2
Orchard,1,0
Order,0,3
Organizer,1,0
Orh,1,0
Oru,3,0
Other,3,1
Others,1,0
Otherwise,5,0
Our,11,7
Out,0,1
Over,4,2
Oyea,1,0
Oz,0,2
P,3,1
P.S,1,0
PA,5,0
PARENTS,1,0
PARIS,0,2
PARIS.FREE,0,1
PARK,0,1
PARTNER,1,0
PARTY,3,0
PASS,0,1
PAUL,1,0
PAY,1,0
PAYED2DAY,1,0
PC,0,5
PEACH,1,0
PERIL,1,0
PERSON,3,0
PETE,1,0
PETEXXX,1,0
PETROL,1,0
PHONE,1,3
PHP,0,2
PIC,0,2
PICK,2,2
PICS,0,1
PICSFREE1,0,2
PIN,2,0
PISS,1,0
PIX,0,3
PLAY,0,2
PLEASE,3,0
PLEASSSSSSSEEEEEE,1,0
PLUS,0,1
PO,0,31
PO19,0,1
POBOX,0,6
POBOX114/14TCR/W1,0,1
POBOX84,0,4
POBOXox36504W45WQ,0,1
POBox,0,10
POBox334,0,6
POBox36504W45WQ,0,5
POBox365O4W45WQ,0,1
POBox84,0,1
POD,0,4
POINT,1,0
POKKIRI,1,0
POLY,0,6
POLY3,0,1
POLYC,0,1
POLYPHONIC,0,3
POLYS,0,1
POOR,1,0
PORN,0,3
PORTIONS,1,0
POST,0,2
POSTCARD,2,0
POWER,2,0
PPL,1,0
PREMIER,0,2
PRESCHOOLCO-ORDINATOR,1,0
PRICE,0,1
PRIVACY,0,1
PRIVATE,0,16
PRIZEAWAITING,0,1
PROBLEM,1,0
PROBPOP,1,0
PROBTHAT,1,0
PROPERLY,1,0
PS,2,0
PSP,0,1
PSXTRA,1,0
PT2,0,2
PUB,2,0
PUTTIN,1,0
PX3748,1,0
Pa,2,0
Package,1,0
Pain,3,0
Painful,1,0
Panasonic,0,1
Pandy,1,0
Pansy,1,0
Panther,0,1
Parents,9,0
Paris,0,1
Park,1,0
Part,2,0
Party,1,0
Pass,1,0
Passwords,2,0
Pathaya,1,0
Patrick,1,0
Payee,2,0
Peace,1,0
Peaceful,1,0
Penny,1,0
People,2,0
Per,1,0
Perhaps,1,0
Peripherals,1,0
Persian,1,0
Person,5,0
Personality,4,0
Pest,1,0
Pete,9,1
Petey,2,0
Petrol-Rs,1,0
Pg,0,1
Ph:08704050406,0,1
Pharmacy,1,0
Phil,1,0
Phoenix,0,2
Phone,1,9
Phony,0,1
Pic,0,1
Pick,2,0
Pics,1,1
Pie,1,0
Piggy,1,0
Pilates,1,0
Pin,0,1
Pink,1,1
Pity,1,0
Pl,1,0
PlanetTalkInstant.com,0,1
Platt,1,0
Play,1,5
Player,0,2
Playin,1,0
Please,31,36
Pleasure,3,0
Pls,65,3
Pls.i,1,0
Plus,10,1
Plyr,0,1
Plz,8,0
Po,1,0
PoBox1,0,1
PoBox12n146tf15,0,1
PoBox12n146tf150p,0,1
PoBox202,0,1
PoBox45W2TG150P,0,2
PoBox75LDNS7,0,1
PoBox84,0,1
PocketBabe.co.uk,0,3
Points,0,3
Police,9,1
Polo,0,2
Poly,0,3
Poly/200p,0,1
Polyphonic,0,1
Polys,0,1
Poop,1,0
Poor,1,0
Popcorn,0,1
Pose,1,0
Potter,0,2
Pound,0,4
Poyyarikatur,1,0
Prabha,3,0
Prabu,1,0
Prakesh,1,0
Prasanth,1,0
Prashanthettan,1,0
Pray,1,0
Prayrs,1,0
Predicte,1,0
Prem,1,0
Premarica.kindly,1,0
Prepare,3,0
President,0,1
Presleys,0,1
Press,8,3
Prey,1,0
Price,1,5
Princess,4,0
Printer,1,0
Prize,0,19
Pro,0,1
Probably,8,0
Problms,1,0
Prof,2,0
Promo,0,2
Promotion,0,1
Props,1,0
Proverb,2,0
Provided,0,2
Pshew,1,0
Psychiatrist,1,0
Psychic,0,1
Psychologist,1,0
Ptbo,3,0
Pub,0,2
Purity,4,0
Purple,1,0
PushButton,0,1
Put,4,0
Putting,2,0
Q,2,4
QUITE,1,0
QUITEAMUZING,1,0
Qatar,1,0
Qatar.Rakhesh,1,0
QlynnBV,0,1
Que,1,0
Queen,2,0
Queries,0,1
Ques-,2,0
Question,1,0
Questions,0,1
Quick,1,0
Quite,4,0
Quiz,0,10
Quiz.Win,0,2
Quote,1,0
R,30,18
R836,0,1
RALLY,0,2
RANDOM,1,0
RANG,1,0
RCT,0,1
READ,1,0
REAL,1,3
REAL1,0,1
REALISE,1,0
REALITY,0,2
REALLY,4,0
REALLYNEED,1,0
REALY,1,0
REBEL,1,0
RECD,0,1
RECEIVE,0,3
RECPT,0,1
RED,1,0
REGRET,1,0
REMEMBER,1,0
REMINDER,0,1
REPLY,0,2
REPLYS150,0,1
REPORT,1,0
RETURN,0,1
REVEAL,0,4
REVISION,1,0
REWARD,0,2
RG21,0,1
RGENT,0,1
RIGHT,1,1
RING,3,1
RINGS,0,1
RINGTONE,0,3
RISE,1,0
RITE,2,0
ROMCAPspam,0,1
ROOM,1,0
ROSES,0,1
RP176781,0,1
RSTM,0,2
RT-KIng,0,1
RTM,1,0
RTO,1,0
RUDI,1,0
RV,1,0
RVx,1,0
RWM,0,1
Racal,0,1
Rain,2,0
Raining,1,0
Raj,2,0
Raji,3,0
Rajitha,1,0
Rajnikant,1,0
Rakhesh,3,0
Rally,0,2
Randy,0,1
Ranjith,3,0
Ranju,1,0
Rate,0,3
Rats,1,0
Raviyog,1,0
Rayman,0,1
Re,1,0
Reach,2,0
Reaction,1,0
Read,5,0
Reading,4,0
Ready,1,0
Real,1,0
Really,9,0
Realy,1,0
Reason,4,0
Received,1,0
Reckon,1,0
Records,0,1
Red,2,1
Ref:9280114,0,1
Ref:9307622,0,1
Reference,0,1
Reflection,1,0
Refused,0,1
Regards,1,0
Registered,0,1
Remember,5,0
RememberI,1,0
Remembered,1,0
Remembr,1,0
Remembrs,1,0
Remind,1,0
Reminder,0,1
Reminding,1,0
Remove,0,2
Rent,1,0
Rental,0,3
Reply,9,44
Requests,0,1
Resend,1,0
Response,1,0
Reverse,2,0
Rgds,0,1
Ride,1,0
Right,5,0
Rightio,1,0
Ring,0,2
Ringtone,0,8
Ringtones,0,1
Ringtone¡,0,1
Rock,0,1
Rodds1,0,1
Rodger,0,1
Rofl,2,0
Roger,3,0
Romantic,0,1
Ron,1,0
Rose,4,0
Row/W1J6HL,0,3
Row/W1JHL,0,4
Row/W1j6HL,0,1
Rs,4,0
Rs.5,1,0
Rum,2,0
Ryder,1,0
S,15,0
S'fine,1,0
S.,0,9
S.I.M,0,3
S.i,2,0
S.s,1,0
S.this,1,0
S3XY,0,1
S89,0,1
SAD,1,0
SAE,0,21
SAID,2,0
SAM,2,2
SAME,1,1
SARY,1,0
SAT,2,0
SAT.LOVE,1,0
SATTHEN,1,0
SAUSAGE,1,0
SAW,1,0
SAY,2,0
SCARY,1,0
SCOTLAND,0,1
SD,1,0
SED,0,1
SEE,4,0
SEEING,1,0
SEEMED,1,0
SEEN,1,0
SELFINDEPENDENCE,1,0
SELFISH,1,0
SEND,1,0
SENDS,1,0
SENT,1,0
SERIOUSLY,1,0
SERVICES,0,4
SERVs,0,1
SEX,1,2
SEXYCHAT,0,1
SF,0,1
SHAME,1,0
SHE,1,0
SHEFFIELD,1,0
SHESIL,2,0
SHIT,2,1
SHIT.JUSTFOUND,1,0
SHITIN,1,0
SHITINNIT,1,0
SHOP,0,4
SHOULD,0,1
SHOW,0,2
SHOWR,1,0
SHUDVETOLD,1,0
SI,1,0
SIB,2,0
SIM,0,1
SING,0,1
SIR,1,0
SITUATION,3,0
SIX,0,2
SK3,0,3
SK38XH,0,1
SK38xh,0,6
SKY,0,2
SLAP,2,0
SLEEP,2,0
SLEEPING,1,0
SLEEPINGWITH,0,1
SLEPT,1,0
SLO,0,1
SMILEY,1,0
SMS,6,18
SMSSERVICES,0,1
SN,1,1
SNAP,0,1
SNORING.THEY,1,0
SO,11,0
SOFA,1,0
SOIREE,0,1
SOMEONE,3,0
SOMETHIN,1,0
SOMETHING,3,0
SONY,0,1
SOO,1,0
SOON,3,0
SOON.C,1,0
SOONLOTS,1,0
SORRY,4,0
SORTED,1,0
SOUNDING,1,0
SOUNDS,1,0
SOZ,1,0
SP,0,8
SPAM,0,1
SPECIAL,0,3
SPECIALE,0,1
SPEEDCHAT,0,2
SPIDER,0,1
SPINOUT,1,0
SPJanuary,0,1
SPK,3,0
SPOOK,0,3
SPORT,0,1
SPORTSx,1,0
SPTV,0,1
SPUN-OUT,1,0
ST,1,0
STAPATI,1,0
STAR,0,1
STARS,1,0
START,0,4
STATION,1,0
STIL,1,0
STILL,1,0
STOP,1,63
STOP2stop,0,1
STOPBCM,0,1
STOPCS,0,1
STORE,0,4
STORES,1,0
STRIKE,1,0
STU,1,0
STUDENT,1,0
STUDENTFINANCIAL,1,0
STUDY,1,0
STUPID,3,0
STaY,1,0
SUBPOLY,0,3
SUE,0,1
SUM,1,0
SUMMER,0,1
SUMTHIN,1,0
SUNDAY,2,0
SUPER,0,1
SURE,2,0
SURPRISE,4,3
SUZY,0,1
SW7,0,2
SW73SS,0,2
SWAN,1,0
SWAP,0,1
SWAT,0,1
SWEET,4,0
SWITCH,1,0
SYMPTOMS,1,0
SaLL,1,0
Sac,2,0
Sad,5,0
Saeed,1,0
Safe,1,0
Sagamu,1,0
Said,6,0
Salad,1,0
Salam,2,0
Sale,0,2
Sam,0,1
Same,9,0
Sankranti,1,0
Santa,0,4
Sar,1,0
Sara,0,1
Sarcasm,1,0
Saristar,0,1
Sary,1,0
Sat,3,2
Saturday,0,6
SavaMob,0,13
SavaMob-member,0,1
Save,1,2
Saw,1,0
Say,6,0
Says,1,0
Scared,2,0
School,1,0
Schools,1,0
Science,1,0
Scoring,0,2
Scotch,2,0
Scotsman,0,2
Sday,1,0
Search,0,2
Second,1,0
Second-,1,0
Secret,0,2
Secured,0,1
See,19,10
Seem,1,0
Select,0,1
Sen,1,0
Send,16,22
Sender,2,1
Sending,1,0
Sends,1,0
Sent,6,0
Senthil,1,0
Sept,0,3
Serena,1,0
Serious,1,0
Service,2,6
Services,0,1
Set,1,0
Seventeen,1,0
Sex,0,3
Sexy,1,1
Sez,1,0
Sh,2,0
Shah,1,0
Shahjahan,2,0
Shall,10,0
Shampain,2,0
Shanil,1,0
Shant,1,0
Shb,1,0
She,55,0
She.s,5,0
Sherawat,1,0
Shesil,1,0
Shhhhh,1,0
Shifad,1,0
Shijas,3,0
Shijutta,1,0
Shinco,0,1
Shiny,1,0
Shit,3,0
Shivratri,1,0
Shola,1,0
Shop,0,2
Shop.We,1,0
Shopping,3,4
Shoranur,1,0
Short,3,0
Shoul,1,0
Should,14,5
Show,0,1
ShrAcomOrSglSuplt,0,2
Shuhui,2,0
Si,1,0
Si.como,1,0
SiPix,0,6
Sian,1,0
Silent,4,0
Simple,4,0
Simply,1,2
Simpsons,0,1
Since,4,0
Sinco,2,0
Sindu,1,0
Single,2,1
Singles,0,1
Sir,18,1
Sirji.I,1,0
Sister,3,0
Sitting,2,0
Siva,1,0
SkilGme,0,3
SkillGame,0,2
"SkillGame,1Winaweek",0,1
Skip,0,1
Sky,0,4
Slaaaaave,1,0
Sleep,2,0
Sleeping,2,0
Sleepwell,2,0
Slept,1,0
Slide,0,1
Slow,0,1
Slowly,1,0
Small,1,0
SmartCall,0,1
Smile,12,0
Smiling,3,0
Smith,1,0
Smith-Switch,0,1
Sms,1,0
Snd,1,0
So,119,2
Sol,0,7
Sold,1,0
Solve,3,0
Some,4,0
Somebody,2,2
Someone,2,7
Someonone,0,1
Something,3,0
Sometimes,5,0
Somewhr,1,0
Sonetimes,1,0
Sony,1,7
SonyEricsson,0,5
Soon,1,0
Sorry,111,3
Sort,1,0
Sos,1,0
Soul,1,0
Sounds,10,0
Soup,1,0
South,1,0
Space,0,2
Spain,1,0
Spanish,0,2
Speak,11,4
Speaking,1,0
Special,0,2
Spending,1,0
Spider-man,0,1
Spiral,1,0
Spl,4,0
SplashMobile,0,1
Splat,1,0
Spoke,2,0
Spook,0,2
Spoons,1,0
Spose,1,0
Sppok,0,1
Spring,1,0
Sprint,1,0
Sptv,0,1
Squeeeeeze,1,0
Squishy,1,0
Sry,1,0
St,2,2
Staff,1,0
StarWars3,0,3
Start,3,0
Started,1,0
Starting,0,1
Starts,1,2
Statement,0,16
Stay,1,0
Staying,1,0
StdTxtRate,0,1
Stereophonics,0,1
StewartSize,0,1
Still,15,0
Stockport,0,6
Stop,5,11
Stop2,0,1
Storming,3,0
Stream,0,1
Street,0,2
Strip,0,1
Strokes,0,1
Strong-Buy,0,2
Student,1,0
Studying,1,0
Stuff,1,0
Stupid,2,0
Stupid.its,3,0
Stylish,4,0
Stylist,1,0
Sub,0,5
Subs,0,2
Subscribe6GBP/mnth,0,2
Subscriber,0,2
Subscription,0,1
Subscriptn3gbp/wk,0,1
Such,1,0
Sugababes,0,1
Suganya,1,0
Sugar,1,0
Suite,0,2
Sullivan,0,1
Summer,0,3
Summers,0,1
Sun,3,0
Sunday,1,0
Sunscreen,1,0
Sunshine,0,7
Sup,1,0
Super,2,1
Superb,1,0
Suprman,0,3
Sure,6,0
Surely,1,0
Surly,1,0
Sux,1,0
Swayze,1,0
Sweet,6,0
Sweetest,3,0
Sweetheart,2,0
Swtheart,3,0
Symbol,0,2
Sympathetic,1,0
Syria,1,0
T,1,66
T-Mobile,0,3
T-ruthful,1,0
T.,0,2
T.B,1,0
T91,0,1
TA,2,0
TAJ,1,0
TAKE,4,1
TALK,1,0
TALKBUT,1,0
TALKED,1,0
TALKIN,1,0
TALKING,1,0
TAMPA,1,0
TAROT,0,1
TASTS,1,0
TBS/PERSOLVO,0,1
TC,0,6
TC-LLC,0,1
TCR/W1,0,3
TCs,0,4
TEL,1,0
TELL,4,0
TELLMISS,1,0
TERMINATED.WE,1,0
TEX,1,0
TEXD,1,0
TEXT,2,8
TEXTBUDDY,0,2
TEXTCOMP,0,1
TEXTPOD,0,2
TEXTS,0,1
TH,1,0
THAN,1,0
THANKS,1,0
THANX,2,0
THANX4,1,0
THASA,1,0
THAT,10,1
THATMUM,1,0
THATS,2,0
THATSCOOL,1,0
THE,23,4
THEACUSATIONS,1,0
THECD,1,0
THEMOB,0,1
THEN,2,0
THERE,2,4
THESE,1,0
THEW/END,1,0
THING,1,0
THINK,2,0
THIS,13,1
THNQ,0,1
THO,1,0
THOSE,1,0
TIME,18,0
TISSCO,2,0
TITLE,0,3
TO,8,5
TOBED,1,0
TOCALL.SHALL,1,0
TODAY,7,2
TOME,1,0
TOMORROW,2,0
TOMORW,1,0
TONE,0,13
TONES,0,1
TONES2U,0,2
TONEXS,0,1
TONIGHT,2,0
TONITE,1,0
TOOL,1,0
TOP,0,1
TOPLAY,1,0
TOTAL,0,1
TOTALLY,0,1
TOWN,4,0
TOWN.DONTMATTER,1,0
TROUBLE,1,0
TRUBLE,1,0
TRUE,2,0
TRY,2,1
TS,0,1
TULIP,0,2
TV,0,4
TWILIGHT,0,2
TX,1,0
TXT,2,10
TXTAUCTION,0,6
TXTstar,0,1
Ta,1,1
Ta-Daaaaa,1,0
TaKe,1,0
Taka,1,0
Take,21,0
Takecare,1,0
Takin,1,0
Talk,4,1
Tata,1,0
Tayseer,2,0
Tb,0,1
Tea,1,0
Teach,1,0
Teacher,1,0
Teachers,1,0
Team,0,2
Tear,3,0
Tears,1,0
Tease,2,0
Tee,2,0
Tel,3,1
Telephonic,1,0
Teletext,0,1
Tell,24,3
Ten,4,0
Tenants,0,4
Tenerife,0,7
Tension,2,0
Teresa,1,0
Terms,0,4
Termsapply,0,1
Tessy,3,0
Test,1,0
Text,3,40
Text82228,0,1
TextOperator,0,1
Texting,1,0
Thank,18,1
Thanks,35,14
Thanku,1,0
Thankyou,1,0
Thanx,20,0
That,63,2
Thats,19,0
Thats,1,0
The,75,24
TheDailyDraw,0,1
TheMob,0,4
Them,1,0
Then,56,2
Theoretically,1,0
Theory,3,0
There,24,1
These,2,2
They,31,3
Theyre,1,0
Thgt,2,0
Thing,1,0
Things,2,0
Think,10,2
Thinkin,1,0
Thinking,1,0
Thinks,1,0
This,41,41
Thk,10,0
Thnx,1,0
Tho,1,0
Those,4,0
Though,1,1
Thought,5,0
Thought-,1,0
Thout,1,0
Thts,2,0
Thurs,0,2
Thursday,3,0
Thx,1,0
Thy,2,0
Tick,2,0
Tickets,0,2
Tiger,0,1
Till,1,0
Tim,1,0
Time,7,0
Tired,1,0
Tis,2,0
Titles,0,3
Tiwary,1,0
Tmorrow.pls,1,0
Tmr,4,0
Tmrw,1,0
TnC,0,2
TnCs,0,6
To,6,74
Toa,1,0
Today,18,5
Today-sunday,3,0
Todays,0,16
Toledo,1,0
Toll,3,0
Tom,0,1
Tomarrow,2,0
Tomorrow,2,3
Tone,0,9
Tones,0,8
Tonight,1,0
Too,5,0
Took,1,0
Top,0,3
Total,2,0
Touch,2,0
Tour,0,1
Toxic,0,1
Trackmarque,0,1
Traditions,1,0
Traffic,1,0
Transaction,4,0
Trav,0,2
Travel,0,2
Treat,1,0
Triple,0,1
True,5,0
Truro,1,0
Trust,2,0
Truth,4,0
Try,2,3
Trying,1,0
Ts,0,9
TsCs,0,3
TsCs08714740323,0,1
TsCs087147403231Winawk,0,2
TsandCs,0,2
Tsunami,0,1
Tsunamis,1,0
Ttyl,4,0
Tues,1,0
Tuesday,5,0
Tunde,1,0
Tunji,1,0
Turns,1,0
Twiggs,1,0
Twinks,0,1
Twittering,1,0
Two,3,0
Txt,4,75
Txt250.com,0,1
TxtNO,0,2
Txting,0,1
Txts,0,3
Tyler,1,0
Tyrone,0,4
U,272,90
U-find,0,8
U.,3,8
U.CALL,1,0
U2MORO,1,0
U4,0,3
UAWAKE,1,0
UIN,1,0
UK,0,20
UK-mobile-date,0,1
UKP,0,1
UKs,0,2
UNBELIEVABLE,1,0
UNDERSTaND,1,0
UNI,2,0
UNICEF,0,1
UNLIMITED,0,6
UP,20,2
UP+NOT,1,0
UP.YEH,1,0
UP4,2,0
UPDAT,1,0
UR,9,22
URE,2,0
URFEELING,1,0
URGENT,0,41
URGOIN,1,0
URGRAN,1,0
URL,3,0
URN,4,0
URSELF,2,0
US,1,1
USED,1,0
USER,0,2
Ubi,1,0
Ugadi,1,0
Ugh,12,0
Uh,1,0
Uhhhhrmm,1,0
Ujhhhhhhh,1,0
Uks,0,1
Ultimate,0,1
Ultimately,1,0
Umma,2,0
Ummma.will,1,0
Ummmmmaah,3,0
UnSub,0,1
Unbreakable,0,2
Uncle,3,0
Under,2,0
Understand,1,0
Unfortunately,1,0
Uni,1,0
United,0,1
University,1,0
Unkempt,0,2
Unless,3,0
Unlike,1,0
Unlimited,1,0
Unni,1,0
Unsecured,0,1
Unsub,0,4
Unsubscribe,0,3
Untamed,0,2
Until,1,0
Up,2,0
Upd8,0,2
Update,1,12
Update_Now,0,2
UpgrdCentre,0,1
Ups,1,0
Ur,47,15
Urgent,0,17
Urgh,1,0
Us,0,2
Use,2,3
Usf,1,0
Usher,0,2
Usmle,1,0
Usually,2,0
Uve,0,1
V,17,3
V-aluable,1,0
V.,4,0
VALENTINE,0,1
VALENTINES,1,0
VALUED,2,0
VAT,0,1
VCo,0,1
VE,0,2
VIA,1,0
VIDEO,0,1
VILLA,0,1
VIOLENCE,1,0
VIOLET,0,2
VIP,0,4
VPOD,0,1
VU,0,2
Valentine,4,0
Valentines,5,2
Valid,0,20
Valid12hrs,0,3
Values,1,0
Vatian,0,1
Vegas,1,0
Velly,1,0
Velusamy,1,0
Verify,0,1
Very,9,0
Vettam,3,0
ViVa,2,0
Video,0,10
Videophones,0,5
Videos,0,1
Vijay,2,0
Vikky,1,0
Village,0,2
Virgin,0,1
Voda,0,5
Vodafone,0,4
Vodka,2,0
Voila,1,0
Vote,0,1
Voucher,0,6
Vouchers,0,3
Vry,2,0
W111WX,0,4
W14RG,0,1
W1A,0,1
W1J,0,2
W4,0,1
W45WQ,0,6
WA14,0,1
WAIT,1,0
WAITING,0,2
WALES,2,1
WAN,3,0
WANNATELL,1,0
WANT,6,1
WAP,0,6
WAS,10,0
WAY,2,0
WAY2SMS.COM,1,0
WC1N,0,1
WC1N3XX,0,3
WE,5,0
WEDLUNCH,1,0
WEEK,2,1
WEEK+,1,0
WELL,4,2
WELLDA,1,0
WEN,3,0
WENT,3,0
WENWECAN,1,0
WERE,3,0
WEREBORED,1,0
WERETHE,1,0
WHASSUP,1,0
WHAT,7,0
WHEN,3,0
WHERE,2,0
WHICH,1,0
WHILE,1,0
WHITE,1,0
WHO,5,0
WHORE,1,0
WHY,0,2
WID,1,0
WIFE,1,1
WILD,0,1
WILL,7,1
WIN,0,19
WINNER,0,3
WISH,1,0
WISHING,1,0
WITH,13,1
WITHOUT,1,0
WIV,1,0
WK,2,3
WKEND,1,0
WKENT/150P16+,0,2
WOKE,1,0
WOMAN,1,0
WOMEN,1,0
WON,0,23
WONT,1,0
WORDS,1,0
WORK,7,0
WORLD,5,0
WORRIED,1,0
WORRY,1,0
WORRY.C,1,0
WOT,7,0
WOTU,1,0
WOULD,2,0
WOW,0,1
WRC,0,2
WRK,1,0
WRK.I,1,0
WRKIN,1,0
WRLD,1,0
WRONG,1,0
WTF,1,0
WWW.ASJESUS.COM,0,1
Wa,2,0
Waaaat,1,0
Wah,4,0
Wahleykkum.sharing,1,0
Wait,11,0
Wait.i,1,0
Waiting,6,0
Wake,5,0
Walk,2,0
Wan,3,8
Wan2,0,2
Wana,1,0
Want,6,12
Wanting,0,1
Waqt,1,0
Warm,1,0
Warner,0,2
Was,21,0
Waste,1,0
Wasted,1,0
Wat,33,0
Watch,2,0
Watching,12,0
Water,1,0
Wating,2,0
Watr/Day=No,1,0
Wats,2,0
Waves,1,0
We,104,37
WeBeBurnin,0,1
WeLL,1,0
Webpage,1,0
Wed,1,1
WeddingFriend,0,1
Wednesday,1,0
Weekly,0,2
Weightloss,1,0
Weiyi,1,0
Welcome,0,7
Well,42,2
Welp,1,0
Wen,11,0
Wendy,1,0
Went,4,0
Were,5,0
Westlife,0,2
Wet,0,1
Wewa,1,0
What,118,4
Whatever,1,0
Whats,2,1
Whatsup,2,0
When,48,3
When/where,1,0
Whenevr,3,0
Whens,1,0
Where,44,1
Wherevr,1,0
Wherre,1,0
Which,13,0
Who,13,1
Whom,2,0
Whos,1,0
Why,24,5
Wicklow,0,2
Wif,1,0
Wife,13,0
Wife.how,3,0
Wil,2,0
Will,36,3
Win,0,13
Wine,4,0
Wings,0,1
Winner,0,1
WinnersClub,0,1
Winning,2,0
Wins,0,1
Wipe,1,0
Wire3.net,0,1
Wish,13,0
Wishing,5,0
With,8,6
Wk,2,0
Wkly,0,4
Wld,1,0
Wn,3,0
Woke,1,0
Woman,1,0
Won,0,1
Wondering,1,0
Wont,1,0
Woo,1,0
Woodland,1,0
Woods,0,1
Woohoo,1,0
Words.Evry,1,0
Work,1,0
Working,1,0
World,7,1
Worth,0,1
Wot,5,0
Wotz,1,0
Would,5,3
Wow,7,0
Wright,1,0
Wrong,1,0
Wtf,1,0
Wud,1,0
Wuld,1,0
Wun,1,0
Wylie,1,0
X,8,6
X2,1,0
X29,0,1
X49,0,1
X49.Your,0,1
XCHAT,0,5
XCLUSIVE,0,1
XMAS,0,6
XX,2,1
XXUK,0,1
XXX,11,5
XXXMobileMovieClub,0,1
XXXX,1,1
XXXXX,1,1
XXXXXX,0,1
Xavier,1,0
Xmas,9,9
XoXo,1,0
Xuhui,2,0
Xx,1,0
XxX,0,2
Xy,3,0
Y,19,0
Y87,0,1
YA,2,0
YEAH,3,0
YEAR,2,0
YEARS,1,0
YEH,1,0
YES,0,15
YES-165,0,1
YES-434,0,1
YES-440,0,2
YES-762,0,1
YES-910,0,1
YEST,1,0
YESTERDAY,0,2
YET,1,0
YHL,0,1
YM,3,0
YMCA,0,1
YO,3,0
YOR,2,0
YOU,28,26
YOUR,7,5
YOURJOB,1,0
YRS,1,0
Ya,22,0
Yahoo,0,2
Yalru,1,0
Yar,13,0
Yavnt,1,0
Yaxx,1,0
Yaxxx,1,0
Yay,3,0
Yeah,56,1
Year,10,0
Years,1,2
Yeesh,1,0
Yeh,1,0
Yellow,1,0
Yelow,1,0
Yen,1,0
Yep,8,0
Yes,68,0
Yes.he,1,0
Yes.i,1,0
Yes.mum,1,0
Yest,1,0
Yesterday,1,0
Yet,1,0
Yetunde,2,0
Yo,21,1
Yogasana,1,0
You,207,82
Youi,1,0
Your,33,71
Yours,0,2
Yourself,2,0
Yoyyooo,1,0
Yummmm,1,0
Yummy,1,0
Yun,3,0
Yunny,2,0
Yup,43,0
Yupz,1,0
Z,1,0
ZOE,1,1
ZOUK,0,1
Zaher,1,0
Zebra,0,1
Zindgi,2,0
Zogtorius,1,0
[,2,3
],2,3
^,1,0
_,4,0
____,2,0
``,126,10
a,979,360
a-,1,0
a30,1,0
aa,1,0
aathi,6,0
abdomen,1,0
abel,1,0
abi,4,0
ability,2,0
abj,2,0
able,26,0
abnormally,1,0
about,153,7
above,1,0
abroad,0,1
absence,1,0
absolutely,1,0
absolutly,2,0
abstract,1,0
abt,25,0
aburo,2,0
abuse,0,1
abusers,1,0
ac,0,4
ac/W/icmb3cktz8r7,0,1
ac/smsrewards,0,1
academic,2,0
acc,5,0
accent,1,0
accenture,1,0
accept,2,0
access,2,7
accessible,0,1
accidant,1,0
